OldSortId,FixPrice,EquipModelId,WanderingEquipId,DurabilityMax,EnglishDescription,EnglishName,Durability,EnglishType,BasicPrice,Weight,VagrantItemEneDropItemLotId,Id,Name,TranslatedName,VagrantBonusEneDropItemLotId,SellValue,SortId,VagrantItemLotId,EquipModelCategory,EquipModelGender,BehaviorVariationId,WeaponCategory,SpAtkcategory,MotionCategory,GuardmotionCategory,WepmotionOneHandId,WepmotionBothHandId,IsDurabilityDivergence,RightHandEquipable,LeftHandEquipable,BothHandEquipable,ArrowSlotEquipable,BoltSlotEquipable,EnableGuard,EnableParry,EnableMagic,EnableSorcery,EnableMiracle,EnableVowMagic,LanternWep,IsVersusGhostWep,SpAttribute,IsDragonSlayer,IsDarkHand,DisableMultiDropShare,SimpleModelForDlc,AtkMaterial,DefMaterial,DefSfxMaterial,IconId,IsNormalAttackType,IsBlowAttackType,IsSlashAttackType,IsThrustAttackType,WeaponWeightRate,IsEnhance,ProperStrength,ProperAgility,ProperMagic,ProperFaith,OverStrength,AttackThrowEscape,ParryDamageLife,AttackBaseParry,DefenseBaseParry,GuardBaseRepel,AttackBaseRepel,IsDeposit,SlashGuardCutRate,BlowGuardCutRate,ThrustGuardCutRate,IsLuckCorrect,GuardCutCancelRate,GuardAngle,GuardLevel,AttackBasePhysics,AttackBaseMagic,AttackBaseFire,AttackBaseThunder,AttackBaseStamina,SaWeaponDamage,SaDurability,CorrectStrength,CorrectAgility,CorrectMagic,CorrectFaith,PhysGuardCutRate,MagGuardCutRate,FireGuardCutRate,ThunGuardCutRate,PoisonGuardResist,DiseaseGuardResist,BloodGuardResist,CurseGuardResist,StaminaGuardDef,SpEffectBehaviorId0,SpEffectBehaviorId1,SpEffectBehaviorId2,ResidentSpEffectId,ResidentSpEffectId1,ResidentSpEffectId2,ReinforceTypeId,CorrectType,MaterialSetId,BaseChangeCategory,OriginEquipWep2,OriginEquipWep1,OriginEquipWep6,OriginEquipWep7,OriginEquipWep,OriginEquipWep3,OriginEquipWep5,OriginEquipWep13,OriginEquipWep14,OriginEquipWep4,OriginEquipWep15,OriginEquipWep11,OriginEquipWep10,OriginEquipWep9,OriginEquipWep8,OriginEquipWep12,TrophySGradeId,TrophySeqId,AntiDemonDamageRate,AntSaintDamageRate,AntWeakA_DamageRate,AntWeakB_DamageRate,ThrowAtkRate,BowDistRate,IsCustom,DisableBaseChangeReset,DisableRepair,
304,400,206,398000,200,Weapon type: Greatsword\nAttack type: Regular\n\nThis standard greatsword is normally wielded\nwith two hands due to its great weight.\n\nUsually swung in large arcs and effective\nagainst multiple foes. Far from ideal when\nfighting in tight quarters.,Raw Bastard Sword,200,Greatsword,400,6,-1,300300,粗製のバスタードソード,,-1,50,304,-1,7,0,2500,Sword,0,Claymore,2,2,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,18,TRUE,FALSE,FALSE,FALSE,0,TRUE,16,10,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,3,121,0,0,0,30,35,0,38,38,0,0,60,10,40,40,40,40,40,46,38,-1,-1,-1,-1,-1,-1,300,0,300,15,300005,300005,-1,-1,300005,300005,300005,-1,-1,300005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1014,500,505,798000,250,"Weapon type: Axe\nAttack type: Regular\n\nStandard battle axe. Inflicts regular damage,\nmaking it effective in various situations.\nPowerful attack due to its weight, but one\nwrong swing leaves the wielder wide open,\nso timing and proximity to the enemy must\nbe judged carefully.",Raw Battle Axe,250,Axe,200,4,-1,701300,粗製のバトルアクス,,-1,50,1014,-1,7,0,3000,Axe,0,Axe,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,52,TRUE,FALSE,FALSE,FALSE,0,TRUE,12,8,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,2,109,0,0,0,30,35,0,45,23,0,0,55,10,40,40,40,40,40,42,36,-1,-1,-1,-1,-1,-1,300,0,300,15,701005,701005,-1,-1,701005,701005,701005,-1,-1,701005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1834,200,1304,1298000,100,"Weapon type: Bow\nAttack type: none\n\nThe preferred black bow of the heroic\narcher Pharis.\n\nHas a longer range than standard bows,\nbut is more difficult to use. Without proper\nabilities, results will be underwhelming.",Raw Black Bow of Pharis,100,Bow,200,1,-1,1202300,粗製のハンターの弓,,-1,50,1834,-1,7,0,4400,Bow,82,44,2,0,14,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,95,FALSE,FALSE,FALSE,FALSE,0,FALSE,13,18,0,0,99,1,10,0,0,10,1,TRUE,0,0,0,FALSE,0,0,1,39,0,0,0,1,0,0,10,124,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,300,0,300,15,1202005,1202005,-1,-1,1202005,1202005,1202005,-1,-1,1202005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,30,TRUE,FALSE,FALSE,
1264,500,656,898000,250,"Weapon type: Hammer\nAttack type: Strike\n\nMetal hammer of Andre of Astora,\nblacksmith at the Old Church.\n\nCan be used as a strike weapon, but better\nleft in the hands of its talented owner.",Raw Blacksmith Hammer,250,Hammer,200,5,-1,810300,粗製のアンドレの金槌,,-1,50,1264,-1,7,0,3300,Club,59,Club,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,167,FALSE,TRUE,FALSE,FALSE,0,TRUE,14,0,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,2,100,0,0,0,30,35,0,56,0,0,0,45,10,30,30,40,40,40,34,30,-1,-1,-1,-1,-1,-1,300,0,300,15,810005,810005,-1,-1,810005,810005,810005,-1,-1,810005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
124,400,204,299000,200,Weapon type: Straight Sword\nAttack type: Regular\n\nThe wide blade of this straight sword\nemphasizes slicing and has no thrust attack.\n\nThe horizontal sweeping motion makes this\nsword effective against multiple enemies.,Raw Broadsword,200,Straight Sword,200,3,-1,202300,粗製のブロードソード,,-1,50,124,-1,7,0,2301,Sword,53,Sword,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,8,TRUE,FALSE,FALSE,FALSE,0,TRUE,10,10,0,0,99,1,10,0,0,10,20,TRUE,0,0,0,FALSE,0,0,2,94,0,0,0,25,20,0,38,38,0,0,50,10,35,35,40,40,40,38,32,-1,-1,-1,-1,-1,-1,300,0,300,15,202005,202005,-1,-1,202005,202005,202005,-1,-1,202005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
214,400,200,299000,200,Weapon type: Straight Sword\nAttack type: Regular/Thrust\n\nHalf of the blade of this straight sword is\nbroken off.\n\nOnly the completely Hollowed would even\nconsider using this as a weapon.,Raw Broken Straight Sword,200,Straight Sword,100,2,-1,203300,粗製の折れた直剣,,-1,50,214,-1,7,0,2300,Sword,0,Sword,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,9,TRUE,FALSE,FALSE,TRUE,0,TRUE,8,8,0,0,99,1,10,0,0,10,10,TRUE,0,0,0,FALSE,0,0,1,46,0,0,0,20,1,0,29,38,0,0,20,5,15,15,26,26,26,20,16,-1,-1,-1,-1,-1,-1,300,0,300,15,203005,203005,-1,-1,203005,203005,203005,-1,-1,203005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1024,500,252,798000,250,Weapon type: Axe\nAttack type: Regular\n\nGiant butcher knife wielded by the Undead\nman-eating cook lurking in the Depths.\nMore a tool for subduing and preparing live\ncatches than an actual weapon. Those who\nhave faced this deadly blade have a deeper\nsense of how helpless prey must feel.,Raw Butcher Knife,250,Axe,200,10,-1,703300,粗製の大包丁,,-1,50,1024,-1,7,0,3003,Axe,103,Axe,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,54,TRUE,FALSE,FALSE,FALSE,1,TRUE,24,0,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,3,104,0,0,0,35,35,0,66,0,0,0,55,10,40,40,40,40,40,42,36,6990,-1,-1,-1,-1,-1,300,0,300,15,703005,703005,-1,-1,703005,703005,703005,-1,-1,703005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1754,600,1000,999000,300,"Weapon type: Fists\nAttack type: Strike\n\nThe weapon augments one's bare hands\nwith thick, studded leather.\n\nThe Caestus has a short reach, but quick\ncool down. Amount of damage inflicted is\ndependent on its wearer's strength.",Raw Caestus,300,Gauntlet,100,0.5,-1,901300,粗製のセスタス,,-1,50,1754,-1,7,0,4200,Fist,0,Fists,2,0,10,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,73,FALSE,TRUE,FALSE,FALSE,0,TRUE,5,8,0,0,99,1,10,0,0,10,20,TRUE,0,0,0,FALSE,0,0,1,76,0,0,0,10,20,0,38,38,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,300,0,300,15,901005,901005,-1,-1,901005,901005,901005,-1,-1,901005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1764,300,1002,999000,150,"Weapon type: Fists\nAttack type: Slash\n\nA weapon formed by three sharp claws.\n\nAttacks cause bleeding, and the wounds\ninflicted are not easily mended. Preferred\nweapon of the spooks of an Eastern land.",Raw Claw,150,Gauntlet,100,1,-1,902300,粗製のかぎ爪,,-1,50,1764,-1,7,0,4202,Fist,86,Fists,2,0,10,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,74,FALSE,FALSE,TRUE,FALSE,0,TRUE,6,14,0,0,99,1,10,0,0,10,20,TRUE,0,0,0,FALSE,0,0,1,83,0,0,0,10,20,0,10,64,0,0,0,0,0,0,0,0,0,0,0,6402,-1,-1,-1,-1,-1,300,0,300,15,902005,902005,-1,-1,902005,902005,902005,-1,-1,902005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
314,400,266,398000,200,Weapon type: Greatsword\nAttack type: Regular/Thrust\n\nThis larger type of greatsword is normally\nwielded with two hands due to its weight.\n\nThis highly flexible greatsword can be used\nto attack in swings or thrusts.,Raw Claymore,200,Greatsword,400,6,-1,301300,粗製のクレイモア,,-1,50,314,-1,7,0,2505,Sword,74,Claymore,2,2,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,19,TRUE,FALSE,FALSE,TRUE,0,TRUE,16,10,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,3,118,0,0,0,30,35,0,38,38,0,0,60,10,40,40,40,40,40,46,38,-1,-1,-1,-1,-1,-1,300,0,300,15,301005,301005,-1,-1,301005,301005,301005,-1,-1,301005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1194,500,600,898000,250,"Weapon type: Hammer\nAttack type: Strike\n\nA simple wooden club.\nThis simple bladeless strike weapon is\neffective against most foes, is easily\nhandled, and can break the guard of a shield.\nHowever, a single miss makes one wide open,\nso timing and proximities are crucial.",Raw Club,250,Hammer,200,3,-1,800300,粗製のクラブ,,-1,50,1194,-1,7,0,3302,Club,0,Club,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,2,52,52,59,FALSE,TRUE,FALSE,FALSE,0,TRUE,10,0,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,2,100,0,0,0,30,20,0,82,0,0,0,45,10,30,30,40,40,40,34,30,-1,-1,-1,-1,-1,-1,2300,0,300,15,800005,800005,-1,-1,800005,800005,800005,-1,-1,800005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1814,200,1302,1298000,100,"Weapon type: Bow\nAttack type: none\n\nComposite bow emphasizing power.\nRequires more strength than standard bows.\n\nHowever, its range is shorter, making it\nunfit for sniping.",Raw Composite Bow,100,Bow,200,1,-1,1204300,粗製のコンポジットボウ,,-1,50,1814,-1,7,0,4400,Bow,81,44,2,0,14,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,40,FALSE,FALSE,FALSE,FALSE,0,FALSE,16,12,0,0,99,1,10,0,0,10,1,TRUE,0,0,0,FALSE,0,0,1,63,0,0,0,1,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,300,0,300,15,1204005,1204005,-1,-1,1204005,1204005,1204005,-1,-1,1204005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-24,TRUE,FALSE,FALSE,
4,400,100,199000,200,"Weapon type: Dagger\nAttack type: Slash/Thrust\n\nThis standard small dagger has only a modest\nattack but can be jabbed in rapid succession,\nand is effective in critical hits such as\nafter a parry or when stabbing in the back.\nWith both slash and thrust attacks, this\ndagger is useful in various situations.",Raw Dagger,200,Dagger,100,0.5,-1,100300,粗製のダガー,,-1,50,4,-1,7,0,2000,Dagger,0,Dagger,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,1,FALSE,FALSE,TRUE,TRUE,0,TRUE,5,8,0,0,99,1,10,0,0,10,20,TRUE,0,0,0,FALSE,0,0,1,64,0,0,0,10,5,0,10,64,0,0,45,10,30,30,40,40,40,30,26,-1,-1,-1,-1,-1,-1,300,0,300,15,100005,100005,-1,-1,100005,100005,100005,-1,-1,100005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,31,-1,TRUE,FALSE,FALSE,
164,400,260,299000,200,"Weapon type: Straight Sword\nAttack type: Regular\n\nThe sword of the knights of the Four Kings of\nNew Londo. Its blade is wide and thick, and\nit is wielded in an unusual manner.\nWhen the Four Kings were seduced by evil,\ntheir knights became Darkwraiths, servants\nof the Dark who wielded these darkswords.",Raw Darksword,200,Straight Sword,200,6,-1,210300,粗製のダークソード,,-1,50,164,-1,7,0,2304,Sword,57,Sword,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,16,TRUE,FALSE,FALSE,FALSE,1,TRUE,16,16,0,0,99,1,10,0,0,10,20,TRUE,0,0,0,FALSE,0,0,2,94,0,0,0,25,20,0,38,38,0,0,50,10,35,35,40,40,40,38,32,-1,-1,-1,-1,-1,-1,300,0,300,15,210005,210005,-1,-1,210005,210005,210005,-1,-1,210005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
524,1200,270,399000,600,"Weapon type: Ultra Greatsword\nAttack type: Regular\n\nThe lesser Capra demons use these greatswords\nin pairs. The blade is cast iron and hooked.\n\nThe sword is imbued with no particular magic,\nbut for those who have the strength, its\ngreat weight will smash foes mercilessly.",Raw Demon Great Machete,600,Ultra Greatsword,800,18,-1,352300,粗製のデーモンの鉈,,-1,50,524,-1,7,0,2603,Sword,96,Zweihander,2,2,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,30,TRUE,FALSE,FALSE,FALSE,1,TRUE,40,0,0,0,99,1,10,0,0,10,60,TRUE,0,0,0,FALSE,0,0,3,153,0,0,0,40,50,0,68,0,0,0,70,10,50,50,55,55,55,54,44,-1,-1,-1,-1,-1,-1,300,0,300,15,352005,352005,-1,-1,352005,352005,352005,-1,-1,352005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1324,1200,654,899000,600,"Weapon type: Great Hammer\nAttack type: Strike\n\nDemon weapon built from the stone archtrees.\nUsed by lesser demons at North Undead Asylum.\n\nThis hammer is imbued with no special power,\nbut can merrily beat foes to a pulp,\nproviding you have the strength to wield it.",Raw Demon's Great Hammer,600,Great Hammer,800,22,-1,852300,粗製のデーモンの大槌,,-1,50,1324,-1,7,0,3500,Club,0,GreatClub,2,2,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,70,FALSE,TRUE,FALSE,FALSE,0.7,TRUE,46,0,0,0,99,1,10,0,0,10,60,TRUE,0,0,0,FALSE,0,0,3,159,0,0,0,45,50,0,60,0,0,0,50,10,35,35,50,50,50,38,32,-1,-1,-1,-1,-1,-1,300,0,300,15,852005,852005,-1,-1,852005,852005,852005,-1,-1,852005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1114,1200,651,799000,600,"Weapon type: Greataxe\nAttack type: Regular\n\nCarved from the bones of fellow demons.\nWielded by the lesser Taurus demons.\n\nThis axe is imbued with no special power,\nbut can merrily beat foes to a pulp,\nproviding you have the strength to wield it.",Raw Demon's Greataxe,600,Greataxe,800,22,-1,751300,粗製のデーモンの大斧,,-1,50,1114,-1,7,0,3202,Axe,105,GreatAxe,2,2,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,57,TRUE,FALSE,FALSE,FALSE,1,TRUE,46,0,0,0,99,1,10,0,0,10,60,TRUE,0,0,0,FALSE,0,0,3,131,0,0,0,48,50,0,94,0,0,0,55,10,40,40,50,50,50,46,38,-1,-1,-1,-1,-1,-1,300,0,300,15,751005,751005,-1,-1,751005,751005,751005,-1,-1,751005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
924,300,301,699000,150,"Weapon type: Thrusting Sword\nAttack type: Regular/Thrust\n\nThe largest of the thrusting swords.\nCan pierce an armored knight in one thrust.\n\nThe blade is also sharp,\nallowing slicing as well.",Raw Estoc,150,Thrusting Sword,200,3,-1,602300,粗製のエストック,,-1,50,924,-1,7,0,2702,Rapier,113,Rapier,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,48,TRUE,FALSE,FALSE,TRUE,1,TRUE,10,12,0,0,99,1,10,0,0,10,15,TRUE,0,0,0,FALSE,0,0,2,86,0,0,0,15,5,0,17,53,0,0,45,10,30,30,36,36,36,28,22,-1,-1,-1,-1,-1,-1,300,0,300,15,602005,602005,-1,-1,602005,602005,602005,-1,-1,602005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
614,320,401,498000,160,"Weapon type: Curved Sword\nAttack type: Slash\n\nSmall curved sword. Each hit inflicts little\ndamage, but fluid chain attacks are deadly.\n\nThe falchion's sharp slashing attacks are\neffective against cloth and flesh, but not\nagainst metal armor or tough scales.",Raw Falchion,160,Curved Sword,200,2.5,-1,401300,粗製のファルシオン,,-1,50,614,-1,7,0,2800,Scimitar,0,Scimitar,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,34,FALSE,FALSE,TRUE,FALSE,0,TRUE,9,13,0,0,99,1,10,0,0,10,20,TRUE,0,0,0,FALSE,0,0,2,94,0,0,0,10,20,0,10,64,0,0,45,10,30,30,40,40,40,34,30,-1,-1,-1,-1,-1,-1,300,0,300,15,401005,401005,-1,-1,401005,401005,401005,-1,-1,401005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
334,320,211,398000,160,Weapon type: Greatsword\nAttack type: Slash\n\nThis greatsword with an undulating blade is\nthe choice weapon of the slithering serpent\nmen of Sen's Fortress.\n\nThis weapon is designed to flay the skin and\ncauses heavy bleeding.,Raw Flamberge,160,Greatsword,400,6,-1,303300,粗製のフランベルジェ,,-1,50,334,-1,7,0,2502,Sword,75,Claymore,2,2,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,21,FALSE,FALSE,TRUE,FALSE,0,TRUE,16,14,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,3,115,0,0,0,35,35,0,17,53,0,0,60,10,40,40,40,40,40,46,38,6402,-1,-1,-1,-1,-1,300,0,300,15,303005,303005,-1,-1,303005,303005,303005,-1,-1,303005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1034,300,509,798000,150,"Weapon type: Axe\nAttack type: Regular\n\nSliced tail of the gargoyle guarding the\nBell of Awakening in the Undead Church.\n\nCan be used as a bronze battle axe.\nBends dramatically during large attacks,\nowing to its nature as a tail.",Raw Gargoyle Tail Axe,150,Axe,200,5,-1,705300,粗製のガーゴイルの尾斧,,-1,50,1034,-1,7,0,3004,Axe,125,Axe,2,0,10,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,166,TRUE,FALSE,FALSE,FALSE,0,TRUE,14,14,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,3,107,0,0,0,35,35,0,17,53,0,0,55,10,40,40,40,40,40,42,36,-1,-1,-1,6840,-1,-1,300,0,300,15,705005,705005,-1,-1,705005,705005,705005,-1,-1,705005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1534,400,811,1199000,200,Weapon type: Halberd\nAttack type: Regular\n\nHalberd of the gargoyle guarding the\nBell of Awakening in the Undead Church.\n\nPerfectly standard bronze halberd\nwithout any special power.,Raw Gargoyle's Halberd,200,Halberd,200,6,-1,1103300,粗製のガーゴイルの斧槍,,-1,50,1534,-1,7,0,3800,Halberd,0,38,2,3,13,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,171,TRUE,FALSE,FALSE,FALSE,0,TRUE,16,12,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,2,132,0,0,0,25,20,0,30,30,0,0,40,10,30,30,40,40,40,30,26,-1,-1,-1,6880,-1,-1,300,0,300,15,1103005,1103005,-1,-1,1103005,1103005,1103005,-1,-1,1103005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1314,500,607,899000,250,"Weapon type: Great Hammer\nAttack type: Strike\n\nGiant tree branch serves as a wooden club.\nSmashes enemies from upside the head.\n\nThe leaping attack is a trademark of clubs,\nand this giant club is no exception.",Raw Great Club,250,Great Hammer,800,12,-1,850300,粗製のグレートクラブ,,-1,50,1314,-1,7,0,3501,Club,69,GreatClub,2,2,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,2,52,52,68,FALSE,TRUE,FALSE,FALSE,0,TRUE,28,0,0,0,99,1,10,0,0,10,60,TRUE,0,0,0,FALSE,0,0,3,155,0,0,0,40,50,0,66,0,0,0,50,10,35,35,50,50,50,38,32,-1,-1,-1,-1,-1,-1,300,0,300,15,850005,850005,-1,-1,850005,850005,850005,-1,-1,850005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1604,260,801,1199000,130,Weapon type: Halberd\nAttack type: Slash\n\nWeapon with a long curved blade. Converted\nfrom a wheat-harvesting tool.\n\nThe magnificent sharp curved blade\ninstills fear in opponents. Perhaps it is\ntheir survival instinct at work.,Raw Great Scythe,130,Halberd,200,5,-1,1150300,粗製の鎌,,-1,50,1604,-1,7,0,5000,Halberd,50,38,2,0,13,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,91,FALSE,FALSE,TRUE,FALSE,0,TRUE,14,14,0,0,99,1,10,0,0,10,40,TRUE,0,0,0,FALSE,0,0,2,115,0,0,0,25,20,0,10,64,0,0,40,10,30,30,36,36,36,28,22,6402,-1,-1,-1,-1,-1,300,0,300,15,1150005,1150005,-1,-1,1150005,1150005,1150005,-1,-1,1150005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
1104,460,504,799000,230,"Weapon type: Greataxe\nAttack type: Regular\n\nThis greataxe is a veritable mass of iron.\nIts weight sends foes flying, but makes it\ndifficult to handle without inhuman strength.\n\nAny miss makes one very vulnerable, as each\nswing requires the full force of the body.",Raw Greataxe,230,Greataxe,800,14,-1,750300,粗製のグレートアクス,,-1,50,1104,-1,7,0,3200,Axe,0,GreatAxe,2,2,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,50,50,56,TRUE,FALSE,FALSE,FALSE,0,TRUE,32,8,0,0,99,1,10,0,0,10,60,TRUE,0,0,0,FALSE,0,0,3,161,0,0,0,40,50,0,52,8,0,0,55,10,40,40,50,50,50,46,38,-1,-1,-1,-1,-1,-1,300,0,300,15,750005,750005,-1,-1,750005,750005,750005,-1,-1,750005,-1,-1,-1,-1,-1,-1,-1,19,1,1,1,1,0,-1,TRUE,FALSE,FALSE,
